logz logzerr logvol nlive logl logwt insert_order
-9.675840262616657306e-01 4.607115844852880532e-02 -4.780358009430000776e-01 2.480000000000000000e+02 5.952723825508169999e-14 -5.991464547107923089e+00 nan
-9.610266257155065661e-01 4.543150681084935638e-02 -4.820762104800050407e-01 2.470000000000000000e+02 5.985147058639129007e-14 -5.991464547107923089e+00 nan
-9.545119446943127750e-01 4.363051451193186020e-02 -4.861330111756194117e-01 2.460000000000000000e+02 5.987095996468565600e-14 -5.991464547107922201e+00 nan
-9.480394301886951869e-01 4.203596971876812777e-02 -4.902063365632552405e-01 2.450000000000000000e+02 5.988643320574160356e-14 -5.991464547107923089e+00 nan
-9.416085398584046473e-01 4.050287217935620576e-02 -4.942963218147803373e-01 2.440000000000000000e+02 6.000986040129623216e-14 -5.991464547107922201e+00 nan
-9.352187417596334873e-01 4.102877332528193782e-02 -4.984031037674337417e-01 2.430000000000000000e+02 6.015113925115490143e-14 -5.991464547107921312e+00 nan
-9.288695140809746231e-01 4.215762597243127158e-02 -5.025268209512957496e-01 2.420000000000000000e+02 6.024217047691838547e-14 -5.991464547107922201e+00 nan
-9.225603448877097712e-01 4.174862506591234257e-02 -5.066676136173271505e-01 2.410000000000000000e+02 6.029974741276625021e-14 -5.991464547107921312e+00 nan
-9.162907318741142504e-01 4.320282309882236133e-02 -5.108256237659908328e-01 2.400000000000000000e+02 6.033241300582250779e-14 -5.991464547107921312e+00 nan
-9.100601821234780564e-01 4.283979180975653472e-02 -5.150009951764714655e-01 2.390000000000000000e+02 6.041376102766670522e-14 -5.991464547107922201e+00 nan
-9.038682118755568817e-01 4.303009502407207504e-02 -5.191938734365074692e-01 2.380000000000000000e+02 6.078486726464597905e-14 -5.991464547107922201e+00 nan
-8.977143463011785229e-01 4.583202769349124794e-02 -5.234044059728509835e-01 2.370000000000000000e+02 6.084452059689516613e-14 -5.991464547107921312e+00 nan
-8.915981192837423297e-01 4.592211702660258660e-02 -5.276327420823720971e-01 2.360000000000000000e+02 6.200957274918912224e-14 -5.991464547107920424e+00 nan
-8.855190732073600079e-01 4.730080795391174153e-02 -5.318790329638232173e-01 2.350000000000000000e+02 6.740182039630513556e-14 -5.991464547107915095e+00 nan
-8.794767587513971918e-01 4.528172823477568526e-02 -5.361434317502807856e-01 2.340000000000000000e+02 6.741569399766595346e-14 -5.991464547107915095e+00 nan
-8.734707346911851911e-01 4.642680655465537820e-02 -5.404260935422816603e-01 2.330000000000000000e+02 6.821450009960933199e-14 -5.991464547107913319e+00 nan
-8.675005677046812025e-01 4.783125657839561173e-02 -5.447271754416722622e-01 2.320000000000000000e+02 6.905519606287709084e-14 -5.991464547107913319e+00 nan
-8.615658321848664869e-01 4.890734546348180639e-02 -5.490468365861886912e-01 2.310000000000000000e+02 7.209872607285331692e-14 -5.991464547107909766e+00 nan
-8.556661100576780088e-01 4.822534472079274132e-02 -5.533852381847869095e-01 2.300000000000000000e+02 7.213770870599365939e-14 -5.991464547107910654e+00 nan
